Date,Open,High,Low,Close,Adj Close,Volume
24-03-09,15.194285,15.634286,15.055715,15.214286,10.188443,160153000
25-03-09,15.368571,15.48,14.837143,15.212857,10.187486,161654500
26-03-09,15.404285,15.711429,15.368571,15.695714,10.510836,154063000
27-03-09,15.461429,15.504286,15.2,15.264286,10.221925,123218200
30-03-09,14.93,15.001429,14.658571,14.927143,9.996154,125699000
31-03-09,15.064285,15.35,15,15.017143,10.056421,142520000
01-04-09,14.87,15.571428,14.841429,15.527143,10.39795,147343000
02-04-09,15.734285,16.392857,15.682858,16.101429,10.78253,203091700
03-04-09,16.312857,16.59,16.217142,16.57,11.096313,159060300
06-04-09,16.42,16.964285,16.182858,16.921429,11.331653,164516100
07-04-09,16.647142,16.667143,16.312857,16.428572,11.001604,134145200
08-04-09,16.49,16.684286,16.368572,16.617144,11.127883,113907500
09-04-09,16.917143,17.142857,16.851429,17.081429,11.4388,132689200
13-04-09,17.144285,17.282858,17,17.174286,11.500981,97309100
14-04-09,17.081429,17.167143,16.75,16.901428,11.318257,113655500
15-04-09,16.742857,16.892857,16.537144,16.805714,11.254161,103220600
16-04-09,17.027143,17.592857,16.969999,17.35,11.618651,148361500
17-04-09,17.311428,17.75,17.178572,17.631428,11.807113,124373900
20-04-09,17.389999,17.57,17.022858,17.214285,11.527766,116616500
21-04-09,16.984285,17.448572,16.942858,17.394285,11.648308,117671400
22-04-09,17.518572,17.907143,17.314285,17.358572,11.624393,234691800
23-04-09,18.088572,18.171429,17.644285,17.914286,11.996531,236289200
24-04-09,17.805714,17.877142,17.567142,17.700001,11.853031,135191000
27-04-09,17.557142,17.857143,17.522858,17.818571,11.932436,120172500
28-04-09,17.621429,18.030001,17.608572,17.700001,11.853031,113964200
29-04-09,17.835714,18.121429,17.690001,17.877142,11.971655,114527700
30-04-09,18.031429,18.142857,17.845715,17.975714,12.037668,124622400
01-05-09,17.971428,18.278572,17.971428,18.177143,12.172556,99379000
04-05-09,18.32,18.892857,18.24,18.867144,12.634626,152339600
05-05-09,18.821428,18.98,18.731428,18.95857,12.695851,99563800
06-05-09,19.047142,19.071428,18.602858,18.928572,12.67576,118384700
07-05-09,18.904285,18.912857,18.271429,18.437143,12.346669,132944000
08-05-09,18.434286,18.747143,18.037144,18.455715,12.359108,116991000
11-05-09,18.195715,18.70857,18.16,18.51,12.39546,101164700
12-05-09,18.508572,18.530001,17.607143,17.774286,11.90278,152370400
13-05-09,17.601429,17.717142,17.054285,17.07,11.431144,148992900
14-05-09,17.111429,17.647142,17.1,17.564285,11.762147,111956600
15-05-09,17.474285,17.802856,17.372858,17.488571,11.711447,91891800
18-05-09,17.675714,18.1,17.367144,18.092857,12.116114,114710400
19-05-09,18.117144,18.472857,17.962856,18.207144,12.192647,93105600
20-05-09,18.232857,18.45857,17.9,17.981428,12.041492,97146000
21-05-09,17.878571,18.111429,17.555714,17.74,11.879819,101986500
22-05-09,17.721428,17.74,17.392857,17.5,11.719098,74499600
26-05-09,17.822857,18.690001,17.792856,18.682858,12.511213,159231800
27-05-09,18.825714,19.282858,18.701429,19.007143,12.728377,161605500
28-05-09,19.064285,19.341429,18.861429,19.295713,12.921623,121888200
29-05-09,19.341429,19.414286,19.121429,19.401428,12.992414,114133600
01-06-09,19.495714,19.998571,19.428572,19.907143,13.331073,113124900
02-06-09,19.855715,20.191429,19.764286,19.927143,13.344466,114055900
03-06-09,20,20.158571,19.867144,20.135714,13.484138,141299900
04-06-09,20.018572,20.597143,20.005714,20.534286,13.751049,137658500
05-06-09,20.758572,20.914286,20.45857,20.667143,13.840018,158179000
08-06-09,20.545713,20.604286,19.918571,20.549999,13.761572,232913100
09-06-09,20.544285,20.651428,20.078571,20.388571,13.65347,169241100
10-06-09,20.325714,20.335714,19.757143,20.035715,13.417173,172155900
11-06-09,19.935715,20.222857,19.792856,19.992857,13.388474,131205900
12-06-09,19.83,19.871429,19.434286,19.567142,13.103387,140771400
15-06-09,19.43,19.561428,19.27,19.441429,13.019204,134937600
16-06-09,19.522858,19.781429,19.442858,19.478571,13.044073,128701300
17-06-09,19.524286,19.635714,19.218571,19.368572,12.970413,142853200
18-06-09,19.444286,19.714285,19.370001,19.411428,12.999111,106920100
19-06-09,19.724285,19.928572,19.557142,19.925714,13.343508,180464200
22-06-09,20.095715,20.222857,19.475714,19.624287,13.141654,158728500
23-06-09,19.485714,19.564285,18.982857,19.144285,12.820215,176633100
24-06-09,19.345715,19.642857,19.265715,19.459999,13.031638,121381400
25-06-09,19.392857,20.028572,19.315714,19.98,13.379865,147361900
26-06-09,19.969999,20.508572,19.962856,20.348572,13.626684,109846100
29-06-09,20.494286,20.564285,20.219999,20.281429,13.581718,141904000
30-06-09,20.368572,20.542856,20.257143,20.347143,13.625724,108556000
01-07-09,20.5,20.665714,20.360001,20.404285,13.663993,103544700
02-07-09,20.178572,20.404285,19.969999,20.002857,13.395171,92619800
06-07-09,19.814285,19.855715,19.464285,19.801428,13.260278,124672100
07-07-09,19.782858,19.954287,19.311428,19.342857,12.953192,115399200
08-07-09,19.417143,19.719999,19.202858,19.602858,13.127305,143982300
09-07-09,19.68,19.712856,19.418571,19.48,13.045028,85756300
10-07-09,19.477142,19.852858,19.474285,19.788572,13.251672,111318900
13-07-09,19.934286,20.334286,19.647142,20.334286,13.617115,120875300
14-07-09,20.290001,20.454287,20.165714,20.324286,13.610417,86811900
15-07-09,20.719999,21,20.617144,20.982857,14.051438,121396800
16-07-09,20.822857,21.145714,20.795713,21.074286,14.112666,98392700
17-07-09,21.297142,21.717142,21.232857,21.678572,14.517334,150538500
20-07-09,21.895714,22.148571,21.555714,21.844286,14.628306,183881600
21-07-09,21.898571,21.918571,21.392857,21.644285,14.494373,218695400
22-07-09,22.54143,22.675714,22.301428,22.391428,14.994707,218526000
23-07-09,22.375713,22.634285,22.222857,22.545713,15.098027,131740700
24-07-09,22.421429,22.857143,22.357143,22.855715,15.305623,109590600
27-07-09,22.881428,22.982857,22.465714,22.871429,15.316147,108327800
28-07-09,22.697144,22.871429,22.514286,22.857143,15.306578,90888700
29-07-09,22.700001,22.921429,22.607143,22.861429,15.309448,95539500
30-07-09,23.1,23.531429,23.071428,23.255714,15.573487,117401200
31-07-09,23.284286,23.571428,23.272858,23.341429,15.630884,105634200
03-08-09,23.601429,23.805714,23.552856,23.775715,15.921712,98560000
04-08-09,23.561428,23.652857,23.45857,23.65,15.837527,98952700
05-08-09,23.678572,23.912857,23.45857,23.587143,15.79543,105795900
06-08-09,23.654285,23.787144,23.298571,23.415714,15.680633,85404200
07-08-09,23.641428,23.799999,23.542856,23.644285,15.833699,96838700
10-08-09,23.665714,23.799999,23.379999,23.531429,15.758122,75073600
11-08-09,23.384285,23.482857,23.125713,23.261429,15.577313,88835600
12-08-09,23.221428,23.815714,23.20857,23.615715,15.814567,111267800
13-08-09,23.807142,24.095715,23.785715,24.059999,16.112087,109995200
14-08-09,23.991428,24.032858,23.647142,23.825714,15.955195,76454000
17-08-09,23.364286,23.370001,22.774286,22.798571,15.267351,131095300
18-08-09,23.09,23.462856,23.058571,23.428572,15.689244,107788100
19-08-09,23.25,23.614286,23.207144,23.514286,15.746638,103317900
20-08-09,23.568571,23.817142,23.515715,23.761429,15.912146,85507800
21-08-09,23.950001,24.195715,23.828571,24.174286,16.188616,104018600
24-08-09,24.302856,24.387142,24.038572,24.151428,16.173315,101732400
25-08-09,24.20857,24.42,24.161428,24.200001,16.205837,81088700
26-08-09,24.131428,24.221428,23.822857,23.915714,16.015467,75999700
27-08-09,24.107143,24.224285,23.547142,24.207144,16.210627,112295400
28-08-09,24.610001,24.641428,24.075714,24.292856,16.268026,113425200
31-08-09,24.022858,24.121429,23.785715,24.030001,16.091997,77834400
01-09-09,23.998571,24.285715,23.562857,23.614286,15.81361,117257000
02-09-09,23.517143,23.944286,23.444286,23.597143,15.802129,91062300
03-09-09,23.777143,23.871429,23.571428,23.792856,15.93319,73488800
04-09-09,23.897142,24.385714,23.870001,24.33,16.292898,93657200
08-09-09,24.711428,24.734285,24.571428,24.704287,16.543543,78761900
09-09-09,24.682858,24.924286,24.242857,24.448572,16.372297,202771800
10-09-09,24.58,24.75,24.401428,24.651428,16.508146,122783500
11-09-09,24.701429,24.74,24.41,24.594286,16.469872,87240300
14-09-09,24.404285,24.842857,24.321428,24.817142,16.619118,80502800
15-09-09,24.862858,25.092857,24.798571,25.022858,16.756874,106617700
16-09-09,25.427143,26.107143,25.411428,25.981428,17.3988,188505800
17-09-09,25.997143,26.684286,25.995714,26.364286,17.655184,202643000
18-09-09,26.547142,26.65,26.394285,26.431429,17.700142,150395700
21-09-09,26.327143,26.451429,25.945715,26.288572,17.604477,109428900
22-09-09,26.455715,26.482857,26.121429,26.354286,17.648481,89188400
23-09-09,26.485714,26.985714,26.432858,26.5,17.746065,148390900
24-09-09,26.742857,26.814285,26.110001,26.26,17.585346,137720100
25-09-09,26.001429,26.5,25.92,26.052856,17.446629,111309800
28-09-09,26.267143,26.668571,26.190001,26.592857,17.808243,84361200
29-09-09,26.675714,26.771429,26.33,26.482857,17.734583,86346400
30-09-09,26.59,26.635714,26.087143,26.478571,17.73172,134896300
01-10-09,26.478571,26.602858,25.814285,25.837143,17.302174,131177900
02-10-09,25.915714,26.562857,25.907143,26.414286,17.688665,138327000
05-10-09,26.6,26.694286,26.324286,26.574286,17.795809,105783300
06-10-09,26.82,27.144285,26.757143,27.144285,18.177517,151271400
07-10-09,27.108572,27.221428,27.004286,27.178572,18.200483,116417000
08-10-09,27.237143,27.35,26.984285,27.038572,18.106728,109552800
09-10-09,26.995714,27.242857,26.945715,27.209999,18.221529,73318000
12-10-09,27.288572,27.358572,27.091429,27.258572,18.254045,72006200
13-10-09,27.232857,27.309999,27.1,27.145714,18.178474,87005100
14-10-09,27.464285,27.474285,27.175714,27.327143,18.299971,93877700
15-10-09,27.09,27.274286,27.075714,27.222857,18.230137,93389100
16-10-09,27.049999,27.194286,26.834286,26.864286,17.990013,107856700
19-10-09,26.835714,27.142857,26.507143,27.122858,18.16317,235557700
20-10-09,28.657143,28.821428,28.264286,28.394285,19.014597,285259800
21-10-09,28.502857,29.815714,28.461428,29.274286,19.603901,298431700
22-10-09,29.242857,29.692858,28.93,29.314285,19.630688,197848000
23-10-09,29.385714,29.4,29.032858,29.134285,19.510141,105196700
26-10-09,29.095715,29.535715,28.585714,28.925714,19.370478,121084600
27-10-09,28.808571,28.972857,28.064285,28.195715,18.88162,189137900
28-10-09,28.244286,28.288572,27.299999,27.485714,18.406164,204596700
29-10-09,27.857143,28.115715,27.448572,28.049999,18.784042,142567600
30-10-09,28.008572,28.114286,26.881428,26.928572,18.033066,179381300
02-11-09,27.114286,27.554285,26.51,27.044285,18.11055,169745800
03-11-09,26.835714,27.074286,26.559999,26.964285,18.056982,130635400
04-11-09,27.247143,27.692858,27.175714,27.258572,18.254045,121882600
05-11-09,27.485714,27.857143,27.402857,27.718571,18.562094,96200300
06-11-09,27.501429,27.884285,27.485714,27.762857,18.591753,73774400
09-11-09,28.134285,28.842857,28.037144,28.780001,19.272896,132213900
